date,equal_topk,vol_scaled,kelly,kelly_spy,topk_spy,spy_hold,cash
2023-01-05,526.2479664993891,102.97594865395428,330.3159356751077,529.4029658039738,781.1385610055538,453.8127548785741,123.1706159664878
2023-01-06,545.5824973129738,102.97594865395428,338.4401782172683,542.4238274464494,809.8378596991076,464.2196796443509,123.19217885764277
2023-01-09,547.7539362342266,102.97594865395428,337.2139299786518,540.4584985469864,813.0610449316166,463.95652006677676,123.21393262552267
2023-01-10,551.4585188994793,102.97594865395428,339.1267918907261,543.524274854011,818.5599590490642,467.2101467430566,123.23578377545547
2023-01-11,556.5396988443215,102.97594865395428,342.15666555963105,548.3803048940134,826.1022315954586,473.11938303147576,123.25763880054056
2023-01-12,560.579891121579,102.97594865395428,343.20521886449956,550.0608391021689,832.0993093659175,474.84188902610623,123.27917011490854
2023-01-13,556.1053720774672,102.97594865395428,343.327771964313,550.2572570387636,825.4575366849518,476.68400606912496,123.30075201011955
2023-01-17,553.9312629121631,102.97594865395428,341.700596502872,547.6493552631222,822.2303878635481,475.81080342031095,123.32257175580861
2023-01-18,550.1059187870118,102.97594865395428,335.8344553053482,538.24759103565,816.5522209242079,468.29867218564954,123.34430173071782
2023-01-19,547.2259765817615,102.97594865395428,333.5276426359998,534.5504231523898,812.2773656217678,464.889547328685,123.36608236106335
2023-01-20,552.6523769813809,102.97594865395428,337.8673536226758,541.5057517301121,820.3320677193266,473.5500286190335,123.38796049371322
2023-01-23,559.6248955870186,102.97594865395428,340.6150268351582,545.909494300919,830.6817574034928,479.2319161065745,123.40988933601042
2023-01-24,556.8006821559555,102.97594865395428,340.37638553090545,545.5270198254553,826.489623360319,478.7176229585256,123.43177523752827
2023-01-25,560.8484395993962,102.97594865395428,342.09058811148185,548.2744014444835,832.4979305195873,478.89702044220775,123.45361816956012
2023-01-26,567.7705401110235,102.97594865395428,344.9578828889982,552.8698635312555,842.7727818767463,484.1602501714899,123.47541810343985
2023-01-27,564.9667508752674,102.97594865395428,344.62501428359786,552.3363693582845,838.6109645807095,485.27263673927985,123.49731562603735
2023-01-30,558.8842095563654,102.97594865395428,342.14445508374024,548.3607349567134,829.5823167272844,479.18407932277927,123.51931076997441
2023-01-31,563.6255416822928,102.97594865395428,347.19142468921325,556.4495989468786,836.620134618977,486.2297541931871,123.54126295619822
2023-02-01,562.5527947259375,102.97594865395428,348.34974254255076,558.3060546629716,835.0277977984007,491.39727217707855,123.56303146545055
2023-02-02,567.4596170107311,102.97594865395428,349.65550900592643,560.3988287731439,842.3112617596018,498.55049391097486,123.5847568963808
2023-02-03,561.9038903161344,102.97594865395428,346.5893400564635,555.4846276699358,834.0645935882721,493.2513770493962,123.6066738094669
2023-02-06,550.4912960939266,102.97594865395428,345.90435434273365,554.3867894211073,817.1242574813658,490.2369342920925,123.62868843033732
